ISFJ,제가 근데 그거 알아요 약간 그 장난치는 건데 그 장난을... 어떻게 반응해야 될지 모르겠는 게 있어요,,
ENFP,너무 공격적이게 느낄 수 있어,,
ISFJ,그분들은 정말 악의 없이 장난치는 건데 제가 느끼기엔 그게 너무,,
ESTP,나는 T 만나면 잘 어울릴 거 같다고 생각을 했었는데 너무 좋아요 지금 왜냐하면 진짜 딱딱 그냥 생각만 얘기하니까,,
ENTJ,저쪽도 그럴 거 같아 왠지 너무 힐링 받는다 이러고서,,
ESFJ,오늘이 진짜 힐링이야,,
ISFP,저는 마음이 너무 힐링 돼요,,
ISTP,인간의 모든 성격을 16가지로 분류할 수 없다,,
ENTP,아 근데 물론 나도 그러거든 사람이 얼마나 입체적인 동물인데,,
ISTP,"지금 어떻게 보면은 크게 큰 틀로 두 가지씩 나누어져 있잖아
내가 볼 때는 적어도 4가지씩은 나눠야 된다고 봐",,
ESTP,그렇지 한 625가지 정도 나와야 되는데,,
ISTJ,그냥 어떤 사람을 파악할 때 도움이 될 수는 있지만 정답은 아니다!,,
ENFP,난 되게 신기했어! 어제 와서 얘기를 했는데 뭐.. 집에 들어갔는데 남자친구가 야 이거 음식 쓰레기 좀 버려줘 라고 얘기 했을 때? 기분 나쁘겠다 여자친구가 아니면? 뭐 피곤한가? 어찌 됐든 양쪽의 감정을 생각할 거 같은데 그들(-STJ)은? '왜 음식 쓰레기를 지금까지 버리지 않았는가',,
ISFP,맞아맞아맞아맞아,,
ISFJ,그렇게 생각했대요?,,
ESFJ,진짜 딥하게 들어간다,,
ISFP,그런데 우리 항상 그런 거 물어봤을 때 우리 둘이서 그래서 내가 많이 좋아한대요? 내가 얼만큼 좋아한대요?,,
ESFP,그거에 따라 달라져,,
ESTP,"사실 신뢰하냐 안 하냐도
51%는 신뢰할 수도 있고 49%는 신뢰 안 할 수도 있어",,
INTJ,맞아 제가 얘기하고 싶었던 것도 그거예요,,
ISTP,너무 이분법적으로 다가선다 이 말이죠,,
ESTP,그러니까 이게 무조건 신뢰할 수 없다는 게 제 결론이에요 I는 무조건 좀 소극적이고 내향적일 거라고 생각을 했었는데 그것도 아니구나,,
INTJ,그러니까 그런 거를 조심해야 되죠 당연히 근데 이렇게 도구적으로 접근하면은? 내가 믿고 쓸 수 있는 거기는 하죠,,
ISTP,오차 범위가 굉장히 많은 도구다,,
ISFJ,"저는 오늘 진짜 불호 하나 딱 있는데 비수가 빡 꽂히는 거예요
아 그래 내가 너무 트롤이었어 하면서 이제",,
ENFP,"우리 이제 돌아보잖아 자기 전에 생각하고
내가 행동을 뭘 잘못했지? 내가 말 실수를 했나? 맞아 X 18 악 맞아 X 21 근데 이게 어쨌든 내 사람이고 나를 좋아해 줄 사람들은 내가 어떤 모습을 보여도 응원해 주고
내가 어떤 모습을 보여도 싫어할 사람은 싫어하더라고 좀 편하게 생각해도 좋을 거 같고",,
INTJ,귀납인 거죠 연역이 아니라,,
ISTP,뭐라고요?,,
ESTP,귀납 연역?,,
INTJ,까마귀는 까맣다 라고 우리가 얘기할 수 있는 거는 우리가 봤던 까마귀가 모두 까맸던 거야 근데 세상에 우리가 못 봤던 하얀 까마귀가 있을 수 있잖아요 '까마귀는 까맣다' 라고 얘기하는 게 귀납이에요 왜냐면은 그러니까 통계적으로? 우리가 봤던 까마귀는 모두 까맸으니까 약간 귀납 쪽인 거죠,,
INFJ,T가 자기 운 거를 몇 번인지 세는 걸 보고 깜짝 놀랐어요 여태까지 몇 번 울었다 막 다섯 번 울었다,,
ISFJ,"막 저한테 그래요 ""너 자주 울어?"" 이래서 내가 ""어 저 자주 울어요"" ""몇 번 울었는데?"" ""스무 살 되고 나서?""
그거를 어떻게 세? 그거를 언제? 본인도 자주 우는 편이라면서 ""뭐 얼마나 울었는데요?"" 했는데 ""난 4번이나 울었어"" 이렇게 말하는..",,
INFJ,막 최근이라고 2년 전에 울었대 ㅋㅋㅋ,,
INTP,"학교에서 좀 적응을 못하고 힘들었던 부분이 많았는데 약간 MBTI를 해보니까
내 성격을 너무 정확하게 표현해 놓은 거야 아 내가 틀린 게 아니었구나 난 그냥 남들과 좀 다른... 다른 성격이었을 뿐이구나 그러다 보니까 다른 사람은 나랑 어떻게 다른가 이런 거를 알고 싶어져서?
주변에 있는 친구들 다 MBTI 시켜보고 테스트를 시켜봤을 때 안 맞는 애들은?
완전 다르고 좀 나랑 이상하게 대화가 잘 맞다 싶은 애들은? 성격 비슷하고 좀 이런 게 재미있더라고요",,
ISTP,술 개많아,,
ESFJ,뭐야 뭐야 살려줘,,
ENFJ,짐이 많은가 보다,,
ISTP,이것 좀 이것 좀 갖고 가주세요,,
ENTP,식재료 왔다 뭐지?,,
ESTJ,어 말리부다! 나 어제 안 시켰는데 다행이다,,
ESTP,그니까 먹고 싶은 사람들이랑 먹는 거 같은데?,,
ESFJ,그럼 우리끼리만 있는 게 아니네,,
ESFP,저희 쇄국정책하면 안 돼요? 쇄국정책,,
ISFJ,우리 막아요,,
ESFJ,오빠 왔어? 두부조림하려고,,
ESTJ,아 그럼 나 여기서 먹을게,,
ISTP,눈물바다들 되셨나?,,
ISFP,우리 너무 행복했는데~,,
INFP,몰라요 좋아가지고,,
ESFP,오빠 진짜 T방에서는 논쟁해요?,,
ISTP,"우리 논쟁 하고 이제... 변호사 선임 얘기 나오고…
우리는 토론하다가 언성이 높아졌잖아 T가 토론의 T같아",,
ISTP,F 방도 재미가 없네,,
ESTP,감정이 메말라가지고,,
ISTP,어유 잘 먹고 잘 살아라들!,,
ESTJ,고생하셨습니다~,,
ISTJ,고생하셨습니다~,,
ESFP,"3일 중에 지금이 제일 행복한 순간이야
여기선 한 번도 기 빨린다는 생각이 안 들었어 ",,
ESFJ,맞아맞아맞아맞아,,
ENFJ,"T들 들어왔을 때 그냥 대화하는 방식부터가 아예 다르니까 그 뭐라 해야 되지 체감하는 그
온도 차이가 너무 나뉘는 느낌 이어가지고 근데 거기서 저희 다 아... 뭔가 표정이 다들ㅋㅋ",,
ENTP,"내가 오빠 보면서 정말 내 마음이 너무 편했던 게 나도 이런 생각들을 하고 있는데 그걸 말로 못 뱉었어
정리를 못 했어 근데 생각을 못 했던 것들을 오빠하고 저기 INTJ 오빠가 INTJ가 정리를 해 주니까 너무 편안한 거야 ",,
ENTJ,"이게 TJ가 정리 정돈의 각자의 그 스타일의 정리 정돈이
스타일이 있는 거 같아 뭔가 원했던",,
ESTJ,여행을 가면 근데 P처럼 살고 싶어요 아무 생각 안 하고 해보고 싶은데,,
ENTJ,할려고 하는데 그거 안되지 않아? 나 그거 안돼,,
ISTJ,"저는 여행을 싫어하는 이유 중에 하나가
여행을 간다고 그냥 마음먹은 순간부터 계획을 다 짜기 시작해서 그게 그냥
쉬는 게 아니게 돼",,
INTJ,아 일이 돼버리는~,,
ENTP,그럼 계획이 틀어지면 화가 나? ,,
ESTJ,이건 화나 진짜 화나,,
ISTJ,"엄청 스트레스 극한의 스트레스
계란말이를 하다가 재료 준비 다 해놓고 계란물 다 만들어 놨는데
인덕션이 안 켜지는 거야 내 계획에 없던 거야 나는 이거 후딱후딱 타타타타 해야 되는데
인덕션이 안 켜지니까 갑자기 상상치도 못한 그... 시추에이션이 벌어져서
갑자기 진짜 공황이 터져버린 거야 어 나 그래갖고 들어가가지고
공황 약 한 알 마시고 밖에 나가서 숨 좀 돌리고 왔어",,
INTJ,그래서 제가 진짜 J구나 라고 느꼈어요,,
ENTJ,대박이다 강박이 확 그러니까 T... T J가 진짜 엄청 세구나,,
ISTP,저 오늘~ ESTP로 하겠습니다,,
INTP,딱히 막 그렇게 호감... 도 없고 딱히 막 그렇게 비호감도 없었는데 굳이 꼽자면 ISTP 님?,,
ESFJ,"호감이라고 생각한 사람은 INFJ 님입니다 왜 호감왕인지 알 거 같아요
정말 배려심 너무 넘치시고 따뜻함을 많이 느꼈다 그래야 되나 옆에 있으면서
내가 편하게 솔직하게 뭔갈 얘기를 해도 다 받아줄 것 같은 사람이라고 약간 느꼈다 그래야 되나?",,
INFJ,"제가 오늘 선택한 호감도는 INTJ 님으로 네 선택하겠습니다
오늘 아침부터 계속 얘기를 했는데 다른 사람의 말도 굉장히 경청을 잘 해주시고
또 굉장히 궁금한 게 많아서 계속 이제.. 물어보시더라고요 그것도 되게 진중하게! 저에게도 많이 질문을 되게 끝까지 깊게 ",,
INTJ,"오늘은 유난히 좀 힘든 거 같은데 그래도 고르자면
ENTJ 님 띠동갑.. 이거든요 저랑 그런 같은 생각을 하고 있는 사람으로서
근데 그런 생각을 가지고 있지만 경험이 훨씬 많은 사람으로서 해줄 수 있는 이야기들을
고민 상담 시간에 되게 많이 해주신 거 같아서 저는 첫날부터 느꼈는데 되게 하이텐션이신데 그래도 저 사람이랑 진지한 대화를 하면은 저는 분명히 많은 이야기를 나눌 수 있고
깊이 있는 대화를 할 수 있을 거라는 생각이 있었는데 오늘 그게 좀... 겉으로 드러난 날이었던 것 같아요",,
ENTJ,"오늘... 같은 경우는 에드머님한테 드리고 싶어요 왜냐면은 저 사람이 솔직히 프락치인가?
저는 계속 이런 생각을 했어요 분명히 E 성향이고 봤었을 때 N 성향을 가지고 있고 망상충에 이상한 얘기를 많이 하는데 오늘따라! 본체의 그 캐릭터를 처음으로
이제 보여주는 거에서 임팩트가 굉장히 컸었어요 내가 파악을 못했다는 그 숙제를
따다닥 정렬이 되면서의 이제 찾았다 요놈 잡았다 요놈이 딱 되는 그 희열을
희열이 오늘 제일 저한테 뇌리를 스치는 한 가지 경험이었던 것 같아요",,
ISFJ,"다 너무 잘해주셔가지고 뽑기가 힘들지만 ENFJ 님입니다
계속 먹을 거를 덜어주셨어요",,
ENFP,"어 뭔가... 또 궁금해지고 호감이 생겼던 분은
ENFJ 님 본인 스스로도 스스로에 대해서 또 새로 알게 되는 부분들도 있으셨던 거 같고
뭔가 얘기 들으면서 저도 또 어 대화를 좀 더 해보고 싶다라는 생각을 하면서 호감도가
좀 올라갔었던 거 같고 ",,
ENFJ,"많은 노력하고 막 밤에도 얘기했던
INTP 엄청 노력을 하신다고 얘기도 많이 하셨고 이런 투표 하나하나로 좀 힘을
다들 얻어 가셨으면 좋겠습니다 어제랑 같은 맥락이긴 해서 저도 그러면 기분이 좋을 거 같고",,
ISFP,"저랑 잘 맞는 MBTI는 ESFP 입니다
우선은 저랑 공통되는 게 너무 많아서 서로가 이해하기 너무 편했구요
근데 MBTI 뿐만이 아니라 입맛도 너무 비슷해서 많이 놀랐던 거 같아요
그건... 우연이었겠죠? ",,
ESFP,"오늘의 호감 MBTI는
INFP 님을 뽑도록 하겠습니다 너무 귀여워요 INFP랑 제일 잘 맞는다
라고 사전 인터뷰를 한 적이 있는데 무해하고 온화하고 약간 이런 성격이 마음에
아니 너무 잘 맞았어서 그래서 INFP를 뽑았었었는데 여기에 와주셨던 INFP 님도
제가 생각했던 그 예상과 똑같이 정말 무해하고 순수하고 귀엽고
이런 사람이어서 예상 밖이 아니어서 너무 더 좋았던 ",,
INFP,"가장 호감이었던 MBTI는
ENFP 또 ENFP 언니한테 계속 좋은 기운이라고 해야 되나?
배울 점들이 많아가지고 계속 고민하고 있고 생각하고 있던 것들을
예전에 겪었던 경험을 통해서 조언해 주고 격려해 주고
그러는 게 계속 눈물이 나가지구 ",,
ESTP,"호감이었던 MBTI는 ENTJ 입니다
ENTJ 님이세요",,
ESTJ,ENT... ENT...J 님,,
ISTJ,"ENTJ 님? 약간... 전날... 첫째 날과 둘째 날에는
되게... 어 저 사람 좀 어렵다라고 생각했던 부분도 있었는데",,
ESTJ,너무 멋있었고 진지하게 임했던 모습이 어른스러워 보였습니다 저렇게까지 생각할 수 있구나 사람들을 이만큼이나 관찰했구나,,
ESTP,재밌기도 하면서 진지하게 토론할 때는 임했던 것 같아서,,
ISTJ,"굉장히 이제... 어떻게 보면은 생각도 되게 깊으시고
남들한테 얘기하는 것도 되게 배려해서 잘 해주시는 것 같고
그 와중에도 자기의 신념도 있으시고 자기의 신념을 사람들한테 이해시키는 거를
되게 어려워하지 않는 분이라고 느꼈어요",,
ENTP,"모든 MBTI의 이상향적인...
MBTI가 ENTJ가 아닐까 하는 결론이 나왔어요 호감도 투표 종료 그리고 소감 오늘은 여기까지!",,
ENTP,"오늘은 T하고 F를 나눈 날이었는데 저는 앞서서 있었던
E하고 I 그리고 N하고 S 보다 T 하고 F 나눠졌을 때 그 차이가
굉장히 크게 느껴졌어요 모든 일들이 효율적으로 탁탁탁탁
흘러간다는 거에서 굉장히 편안함을 느꼈고 그리고 가장 저 다운 날이었어요
항상 주변에 있는 제 친한 사람들은 다 F에요 그래서 제가 고민을 얘기하면은
어.. 고민에 대한 해답보다는 위로를 되게 많이 받았었는데 저는 그걸로는
아 그냥 내가 슬픈 게 나눠졌지 해결이 됐다는 감정은 별로 안 들었었거든요 T끼리 딱 모였을 때 다들 그걸 위해 해결을 하려고 모아져서 ENTJ 님이 딱 그거를 착착착착
어떻게 보면 인생 선배로서 어떻게 보면 MBTI로써 그걸 풀어준 걸 수도 있는데 그거를 딱 말해주셨을 때 그게 딱 해소됨과 동시에 1년 동안 힘들었던 게 뭔가 잘 마무리되는 느낌?",,
ESTP,조금 더 효율적인 거를 많이 따졌던 것 같아요 저희가 고민을 얘기할 때도 조금 더 해결책에 대해서 집중할 수 있었던 시간 같고 공감이 조금은 부족하지 않았나 이런 생각도 좀 들었던 것 같긴 합니다,,
ESTJ,"ESTJ에서 S랑 J는 확실히 강한 거 같고 확실한데
T! 특히 T는 잘 모르겠던 것 같습니다 저는 재밌었고 너무...
영양가 있던 대화들이었지만 뭔가 아! 아 이렇게 생각할 수 있구나
들으면서 F도 불편할 수 있구나 있겠다 근데 반대로 이제 F랑 얘기하면
T들이 답답할 수 있겠다 그 두 가지에 다 공감이 돼서",,
ENTJ,"진짜 시간이 제일 빨리 갔다고 느꼈어요
진짜 어 벌써 끝났다고? 느껴질 정도로 너무~나도 놀라운 경험을 했던 것 같아요
T라는 집군의 분들을 만나서 와 이렇게 극한의 생산을 끌어올릴 수 있다는
경험을 살면서 처음 해봐가지고 울림이 제일 컸던 하루고 지금 계속 한켠으로는
또 F분들은 왜 그렇게 생각하는 거지가 이제 머리속에 계속 잡혀져 있으니까
막 이게 스트레스가 오면서 얼른 정리하고 싶다라는 게 또다시 생각이 듭니다",,
ISTP,"오늘... 좀 지루했습니다 예 제가 싫어하는 타입의 그런 진행이었어요
저는 토론을 굉장히 좋아하지 않습니다 특히 한 가지 주제로 계속하는 토론은
버틸 수가 없어요",,
INTP,"오늘의 소감은요 많이 지루했다
제가 좀 그... 제일 힘들어하는 게 오로지 대화를 하는 것만이 목적인 자리?
그게 좀 힘든 거 같아요 진솔한 얘기를 해라 그냥 밑도 끝도 없이 대화를 하는 것.. 하기만 해라 하니까 좀 저는 그런 자리가 너무 불편하고 사실 그렇게 막 하고 싶은 말도 없고",,
INTJ,"저는 제일 궁금했던 게 이제 다른 사람들은 어떤 생각을 하고 있는지
가 궁금했는데 오늘은 아예 그런 판이 깔린? 다른 사람들이 어떤 생각을 하고 있는지
들어볼 수 있는 판이 깔린 날이었어서 즐겁게 임했고",,
ISTJ,"약간 어제랑 달랐던 점이 어제...의 저는 약간
오늘에 비해서 되게 말수도 좀 상대적으로 적고 음 내 주장을 펼치는 것도 적고
공감하는 부분도 어떻게 비교적 오늘보다는 적었던 거 같은데 오늘 T끼리 만나고
얘기를 하다 보니까 느꼈던 게 아 나는... 되게 극강의 T구나!
그런 걸 되게 많이 느꼈어요 오늘 그래서 되~게 재밌었어요 나중에 합숙이 끝나고 나서
어떤 날이 가장 기억에 남았냐 라고 물어보면은 오늘이 가장 기억에 남을 것 같아요 오늘이 제일 알차고",,
ESFJ,"오늘 일단 F들이랑 # F들의 소감 같이 있었는데 너~무 저는 힐링!
힐링 그 자체였고 저는 개인적으로 오늘이 제일 좋았어요 감수성이 풍부하다 보니까 이제 좀 이렇게 공유가 잘 되지 않았나 눈빛만 봐도 뭔가 좀 감정이 공유되는 그런 느낌?
그래서 그런 것 때문에 약간 좀 힐링한다? 라는 말을 많이 느꼈던 것 같아요 아무 말 안 해도 나를 알아주는 것 같아서",,
ENFP,"아... 진짜 MBTI 중에 어떤 부분이 제일 차이가 날지
너무 궁금했었는데 아 오늘 확실히 알았던 것 같아요 F랑 T?
그러니까 저도 T 성향이 분명히 있어서 처음에는 아 너무 F들끼리만 모이면은
조금 나도 힘든 부분이 있지 않을까 조금 걱정을 하긴 했는데 또 계속 있다 보니까
어 아니었네를 또 한 번 느꼈고 끝나고 뭔가 T 분들이 너무 궁금해서
저도 토론을 좋아하고 이러다 보니까 어떤 대화를 했는지 궁금해서 이제 잠깐 넘어갔는데
어.. 그들의 대화를 보면서 아 나는 T... 진짜 아니구나를 좀 많이 느꼈던 거 같아요",,
ESFP,"여기에 있었던 날 중에 정말 가장 편안했어요 어 뭔가 감정을 어떻게 일부러 치우치거나
감정을 속이거나 이럴 필요 없이 다들 말을 경청해 주고 귀담아 들어주고 해 주는 그런... F들만의 행동 양식이 너무 편했습니다 그래서 오늘 하루 너무 행복하고
이게 바로 힐링데이였던 것 같아요 오늘이",,
ENFJ,일단 오늘은 MBTI... 이 프로.. 프로그램 하게 되면서 제일 신기했던 경험을 많이 했던 하루였던 것 같고 제가 몰랐었던 게 아닌 원래 알고 있었는데 아무렇지 않다고 생각했던 게 어... 당연하게 된 하루였던 것 같아요 ,,
ISFP,"완~전 특별했던 것 같아요 그냥 진짜...
힐링 그 자체? 너무 행복했어요 진짜 왜 이래~
그러니까 뭔가 다 치유되는 느낌? 그리고 서로가 서로를 리액션을 해 주는데
어 여기 뭐지? 그리고 한 명이 우는데 저 원래 따라 우는 스타일이 아니거든요 그런데 여기 같이 있다 보니까 저도 모르게 갑자기 눈물이 나고 갑자기 예전 생각도 나고 막 이러면서 감정적이 되더라구요 저는 제가 굉장히 이성적인 사람인 줄 알았는데",,
INFP,"정말 엄청 힐링... 되는 하루였어요 1일차 2일차에는 계속
기 빨린다는 생각이 많아서 집에 가고 싶다는 생각도 많이 들었는데 약간
되게 배울 점도 많았었고 공감... 이 서로 많이 돼 가지고
그냥... 매 순간순간이 재밌고 약간 행복했던 것 같아요",,
ISFJ,"오늘 하루는 F분들과 있어서 공감을 많이 해 주셔서~
너무 좋았습니다 다행히 F 분들끼리 모여있으니까 제가 그렇게 노력..을 하면!
피드백이 긍정적으로 오는 거예요 막 아 그랬구나~ 이렇게 그래서 좀...안 힘들게 잘 보냈던 것 같아요 막 누가 울면 같이 따라 울고 제가 슬퍼하면 같이 슬퍼해 주고 그래가지고
진짜 진짜 F 방이다 느꼈고 뭔가 T 분들보다 좀 말을~
따뜻하게 해 주시는 게 있어가지구 좀 편안했어요",,
INFJ,"먼저 이 F들하고 지냈을 때는 저기 천국에... 있는ㅋㅋ 달빛정원에서 천사들이랑 노는 느낌? 이었고 잠깐 저녁에 저쪽에 T들이 모인 방에 갔을 때는 진짜... 지옥 구덩이에서
니체와 소크라테스와 플라톤이 이렇게 얘기하는 그런 극명함을 좀 많이 느꼈던 거 같습니다 그래서 오늘 너무너무 좋았지만 너무 행복하고 즐거운 시간이었지만 그래도...
토론 자리는 저쪽 T 쪽에서 하는 게 더 재밌지 않았을까~ 라고 생각을 합니다
그래서 저희... 살아가는 게 T랑 F가 섞여있어서 이렇게
또 행복하게 살 수 있구나 라는 생각을 한 번 더 들었습니다 네 오늘은
여기까지!",,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
